TRXNBR,TRXDT,SUP_CODE,CUSTNAME,REFERENCE,Year,REF_TYPE,DESCRIPTION, EXTENDED_AMOUNT ,DESC2,DESC3,CC,DPTNBR
121010013324910,1/26/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT000178-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  88.96 ,Non Return Discount,NULL,21760,0560
121010013333158,2/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT000335-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  77.65 ,Non Return Discount,NULL,21760,0560
121010013333159,2/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000202-HO,2023,OTS,Sale Promotion Income,  232.96 ,Other Promotion Service,NULL,21760,0560
121010013335454,2/10/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MANI000135-HO,2023,ANI,ส่วนลดพิเศษ,"  70,000.00 ",Anniversary,Anniversary,21760,0560
121010013377022,3/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000580-HO,2023,OTS,Sale Promotion Income,  522.07 ,Other Promotion Service,NULL,21760,0560
121010013384585,3/9/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB004747-HO,2023,ARB,Rebate,"  1,007.52 ",Unconditional Rebate,NULL,21760,0560
121010013419076,4/6/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB006874-HO,2023,ARB,Rebate,  928.80 ,Unconditional Rebate,NULL,21760,0560
121010013439132,4/20/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001009-HO,2023,COF,รายการส่งเสริมการขาย,  4.86 ,Cooperate Coupons Support,NULL,21760,0560
121010013473693,5/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT002382-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  137.22 ,Non Return Discount,NULL,21760,0560
121010013484219,5/18/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001321-HO,2023,COF,รายการส่งเสริมการขาย,  80.97 ,Cooperate Coupons Support,NULL,21760,0560
121010013342092,2/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000334-HO,2023,OTS,Sale Promotion Income,  142.02 ,Other Promotion Service,NULL,21760,0560
121010013333156,2/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB001653-HO,2023,ARB,Rebate,"  1,035.36 ",Unconditional Rebate,NULL,21760,0560
121010013342089,2/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB002279-HO,2023,ARB,Rebate,  631.20 ,Unconditional Rebate,NULL,21760,0560
121010013349964,2/16/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000415-HO,2023,OTS,Sale Promotion Income,  276.91 ,Other Promotion Service,NULL,21760,0560
121010013353502,2/23/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF000408-HO,2023,COF,รายการส่งเสริมการขาย,  80.70 ,Cooperate Coupons Support,NULL,21760,0560
121010013388309,3/15/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS000668-HO,2023,WPS,Sale Promotion Income,"  1,000.00 ",Vendor Web Potal Service,0560_WPS_JAN-FEB,21760,0560
121010013395299,3/16/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT001279-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  91.19 ,Non Return Discount,NULL,21760,0560
121010013395297,3/16/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB005427-HO,2023,ARB,Rebate,"  1,215.84 ",Unconditional Rebate,NULL,21760,0560
121010013407774,3/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB006229-HO,2023,ARB,Rebate,"  1,153.92 ",Unconditional Rebate,NULL,21760,0560
121010013407777,3/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000903-HO,2023,OTS,Sale Promotion Income,  259.63 ,Other Promotion Service,NULL,21760,0560
121010013423347,4/7/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS000950-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_WPS_MAR,21760,0560
121010013518334,6/8/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001581-HO,2023,COF,รายการส่งเสริมการขาย,  27.33 ,Cooperate Coupons Support,NULL,21760,0560
121010013432296,4/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB007487-HO,2023,ARB,Rebate,"  1,211.52 ",Unconditional Rebate,NULL,21760,0560
121010013432299,4/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001067-HO,2023,OTS,Sale Promotion Income,  272.59 ,Other Promotion Service,NULL,21760,0560
121010013377020,3/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF000489-HO,2023,COF,รายการส่งเสริมการขาย,  145.02 ,Cooperate Coupons Support,NULL,21760,0560
121010013384587,3/9/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT001117-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  75.56 ,Non Return Discount,NULL,21760,0560
121010013377021,3/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT000945-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  174.02 ,Non Return Discount,NULL,21760,0560
121010013528907,6/15/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001645-HO,2023,COF,รายการส่งเสริมการขาย,  75.60 ,Cooperate Coupons Support,NULL,21760,0560
121010013439131,4/20/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB008150-HO,2023,ARB,Rebate,  77.76 ,Unconditional Rebate,NULL,21760,0560
121010013384588,3/9/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000684-HO,2023,OTS,Sale Promotion Income,  226.69 ,Other Promotion Service,NULL,21760,0560
121010013455091,4/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001240-HO,2023,OTS,Sale Promotion Income,  310.07 ,Other Promotion Service,NULL,21760,0560
121010013455089,4/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001087-HO,2023,COF,รายการส่งเสริมการขาย,  86.13 ,Cooperate Coupons Support,NULL,21760,0560
121010013395300,3/16/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS000781-HO,2023,OTS,Sale Promotion Income,  273.56 ,Other Promotion Service,NULL,21760,0560
121010013455090,4/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT002069-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  103.36 ,Non Return Discount,NULL,21760,0560
121010013395298,3/16/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF000669-HO,2023,COF,รายการส่งเสริมการขาย,  75.99 ,Cooperate Coupons Support,NULL,21760,0560
121010013465675,5/4/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001314-HO,2023,OTS,Sale Promotion Income,  262.44 ,Other Promotion Service,NULL,21760,0560
121010013475702,5/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS001972-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_WPS_APR,21760,0560
121010013473692,5/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001242-HO,2023,COF,รายการส่งเสริมการขาย,  114.35 ,Cooperate Coupons Support,NULL,21760,0560
121010013473694,5/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001424-HO,2023,OTS,Sale Promotion Income,  411.66 ,Other Promotion Service,NULL,21760,0560
121010013407775,3/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF000773-HO,2023,COF,รายการส่งเสริมการขาย,  72.12 ,Cooperate Coupons Support,NULL,21760,0560
121010013407776,3/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT001467-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  86.54 ,Non Return Discount,NULL,21760,0560
121010013484218,5/18/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB010757-HO,2023,ARB,Rebate,"  1,295.52 ",Unconditional Rebate,NULL,21760,0560
121010013484220,5/18/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT002540-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  97.16 ,Non Return Discount,NULL,21760,0560
121010013562018,7/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS002980-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_Vendor Web Portal Service Jun 2023,21760,0560
121010013419078,4/6/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT001599-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  69.66 ,Non Return Discount,NULL,21760,0560
121010013498811,5/25/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB011350-HO,2023,ARB,Rebate,"  1,930.08 ",Unconditional Rebate,NULL,21760,0560
121010013432297,4/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF000930-HO,2023,COF,รายการส่งเสริมการขาย,  75.72 ,Cooperate Coupons Support,NULL,21760,0560
121010013432298,4/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT001761-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  90.86 ,Non Return Discount,NULL,21760,0560
121010013498812,5/25/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001408-HO,2023,COF,รายการส่งเสริมการขาย,  120.63 ,Cooperate Coupons Support,NULL,21760,0560
121010013498813,5/25/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT002698-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  144.76 ,Non Return Discount,NULL,21760,0560
121010013511662,6/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001488-HO,2023,COF,รายการส่งเสริมการขาย,  31.08 ,Cooperate Coupons Support,NULL,21760,0560
121010013511663,6/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT002861-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  37.30 ,Non Return Discount,NULL,21760,0560
121010013511661,6/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB012030-HO,2023,ARB,Rebate,  497.28 ,Unconditional Rebate,NULL,21760,0560
121010013439134,4/20/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001149-HO,2023,OTS,Sale Promotion Income,  17.50 ,Other Promotion Service,NULL,21760,0560
121010013518335,6/8/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT003044-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  32.80 ,Non Return Discount,NULL,21760,0560
121010013518336,6/8/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001789-HO,2023,OTS,Sale Promotion Income,  98.39 ,Other Promotion Service,NULL,21760,0560
121010013465672,5/4/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB009375-HO,2023,ARB,Rebate,"  1,166.40 ",Unconditional Rebate,NULL,21760,0560
121010013473691,5/11/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB010080-HO,2023,ARB,Rebate,"  1,829.60 ",Unconditional Rebate,NULL,21760,0560
121010013484221,5/18/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001508-HO,2023,OTS,Sale Promotion Income,  291.49 ,Other Promotion Service,NULL,21760,0560
121010013498814,5/25/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001606-HO,2023,OTS,Sale Promotion Income,  434.27 ,Other Promotion Service,NULL,21760,0560
121010013465674,5/4/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT002210-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  87.48 ,Non Return Discount,NULL,21760,0560
121010013609832,8/10/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB018493-HO,2023,ARB,Rebate,"  1,469.76 ",Unconditional Rebate,NULL,21760,0560
121010013609833,8/10/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002311-HO,2023,COF,รายการส่งเสริมการขาย,  91.86 ,Cooperate Coupons Support,NULL,21760,0560
121010013613287,8/15/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS003515-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_Vendor Web Portal Service Jul 2023,21760,0560
121010013652041,9/7/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT005133-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  108.32 ,Non Return Discount,NULL,21760,0560
121010013521313,6/14/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS002497-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_Vendor Web Portal Service May 2023,21760,0560
121010013551983,6/29/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS002049-HO,2023,OTS,Sale Promotion Income,  283.39 ,Other Promotion Service,NULL,21760,0560
121010013569529,7/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT003861-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  59.69 ,Non Return Discount,NULL,21760,0560
121010013577183,7/20/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS002330-HO,2023,OTS,Sale Promotion Income,  118.91 ,Other Promotion Service,NULL,21760,0560
121010013596219,7/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS002430-HO,2023,OTS,Sale Promotion Income,  206.17 ,Other Promotion Service,NULL,21760,0560
121010013635906,8/24/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002472-HO,2023,COF,รายการส่งเสริมการขาย,  132.21 ,Cooperate Coupons Support,NULL,21760,0560
121010013652039,9/7/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB021185-HO,2023,ARB,Rebate,"  1,444.32 ",Unconditional Rebate,NULL,21760,0560
121010013663164,9/14/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB021756-HO,2023,ARB,Rebate,  414.72 ,Unconditional Rebate,NULL,21760,0560
121010013670856,9/21/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002809-HO,2023,COF,รายการส่งเสริมการขาย,  49.29 ,Cooperate Coupons Support,NULL,21760,0560
121010013536687,6/22/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001727-HO,2023,COF,รายการส่งเสริมการขาย,  51.78 ,Cooperate Coupons Support,NULL,21760,0560
121010013559252,7/6/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT003703-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  104.72 ,Non Return Discount,NULL,21760,0560
121010013569527,7/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB015881-HO,2023,ARB,Rebate,  795.84 ,Unconditional Rebate,NULL,21760,0560
121010013596218,7/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT004188-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  68.72 ,Non Return Discount,NULL,21760,0560
121010013635908,8/24/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS002755-HO,2023,OTS,Sale Promotion Income,  475.96 ,Other Promotion Service,NULL,21760,0560
121010013518333,6/8/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB012693-HO,2023,ARB,Rebate,  437.28 ,Unconditional Rebate,NULL,21760,0560
121010013528908,6/15/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT003204-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  90.72 ,Non Return Discount,NULL,21760,0560
121010013528909,6/15/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001878-HO,2023,OTS,Sale Promotion Income,  272.16 ,Other Promotion Service,NULL,21760,0560
121010013536688,6/22/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT003366-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  62.14 ,Non Return Discount,NULL,21760,0560
121010013528906,6/15/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB013254-HO,2023,ARB,Rebate,"  1,209.60 ",Unconditional Rebate,NULL,21760,0560
121010013536689,6/22/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS001963-HO,2023,OTS,Sale Promotion Income,  186.41 ,Other Promotion Service,NULL,21760,0560
121010013559253,7/6/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS002155-HO,2023,OTS,Sale Promotion Income,  314.17 ,Other Promotion Service,NULL,21760,0560
121010013702262,10/5/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS003286-HO,2023,OTS,Sale Promotion Income,  263.09 ,Other Promotion Service,NULL,21760,0560
121010013551981,6/29/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001816-HO,2023,COF,รายการส่งเสริมการขาย,  78.72 ,Cooperate Coupons Support,NULL,21760,0560
121010013559251,7/6/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF001904-HO,2023,COF,รายการส่งเสริมการขาย,  87.27 ,Cooperate Coupons Support,NULL,21760,0560
121010013559250,7/6/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB015288-HO,2023,ARB,Rebate,"  1,396.32 ",Unconditional Rebate,NULL,21760,0560
121010013713127,10/12/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB024462-HO,2023,ARB,Rebate,"  1,205.76 ",Unconditional Rebate,NULL,21760,0560
121010013713128,10/12/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF003061-HO,2023,COF,รายการส่งเสริมการขาย,  75.36 ,Cooperate Coupons Support,NULL,21760,0560
121010013569530,7/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS002245-HO,2023,OTS,Sale Promotion Income,  179.06 ,Other Promotion Service,NULL,21760,0560
121010013691047,9/28/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT005614-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  125.82 ,Non Return Discount,NULL,21760,0560
121010013602661,8/3/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002248-HO,2023,COF,รายการส่งเสริมการขาย,  15.84 ,Cooperate Coupons Support,NULL,21760,0560
121010013602662,8/3/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT004349-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  19.01 ,Non Return Discount,NULL,21760,0560
121010013702259,10/5/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB023851-HO,2023,ARB,Rebate,"  1,169.28 ",Unconditional Rebate,NULL,21760,0560
121010013740120,11/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB026279-HO,2023,ARB,Rebate,  829.44 ,Unconditional Rebate,NULL,21760,0560
121010013740121,11/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF003290-HO,2023,COF,รายการส่งเสริมการขาย,  51.84 ,Cooperate Coupons Support,NULL,21760,0560
121010013740122,11/2/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT006425-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  62.21 ,Non Return Discount,NULL,21760,0560
121010013706369,10/12/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS004663-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_Web Portal Sep 2023,21760,0560
121010013596216,7/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB017249-HO,2023,ARB,Rebate,  916.32 ,Unconditional Rebate,NULL,21760,0560
121010013596217,7/27/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002165-HO,2023,COF,รายการส่งเสริมการขาย,  57.27 ,Cooperate Coupons Support,NULL,21760,0560
121010013602660,8/3/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB017768-HO,2023,ARB,Rebate,  253.44 ,Unconditional Rebate,NULL,21760,0560
121010013619837,8/17/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT004641-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  56.81 ,Non Return Discount,NULL,21760,0560
121010013609834,8/10/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT004478-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  110.23 ,Non Return Discount,NULL,21760,0560
121010013719380,10/19/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB024928-HO,2023,ARB,Rebate,  331.20 ,Unconditional Rebate,NULL,21760,0560
121010013619835,8/17/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB019110-HO,2023,ARB,Rebate,  757.44 ,Unconditional Rebate,NULL,21760,0560
121010013635907,8/24/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT004796-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  158.65 ,Non Return Discount,NULL,21760,0560
121010013619836,8/17/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002394-HO,2023,COF,รายการส่งเสริมการขาย,  47.34 ,Cooperate Coupons Support,NULL,21760,0560
121010013770737,11/23/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT006928-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  97.38 ,Non Return Discount,NULL,21760,0560
121010013644607,8/31/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002562-HO,2023,COF,รายการส่งเสริมการขาย,  88.65 ,Cooperate Coupons Support,NULL,21760,0560
121010013746310,11/8/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS005233-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_Vendor Web Portal Service Oct 2023,21760,0560
121010013635905,8/24/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB019789-HO,2023,ARB,Rebate,"  2,115.36 ",Unconditional Rebate,NULL,21760,0560
121010013752388,11/9/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF003370-HO,2023,COF,รายการส่งเสริมการขาย,  111.78 ,Cooperate Coupons Support,NULL,21760,0560
121010013752389,11/9/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT006603-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  134.14 ,Non Return Discount,NULL,21760,0560
121010013644606,8/31/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB020371-HO,2023,ARB,Rebate,"  1,418.40 ",Unconditional Rebate,NULL,21760,0560
121010013790976,11/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT007120-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  119.02 ,Non Return Discount,NULL,21760,0560
121010013802472,12/7/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MARB029684-HO,2023,ARB,Rebate,  944.16 ,Unconditional Rebate,NULL,21760,0560
121010013776844,11/23/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MGCS005503-HO,2023,GCS,ส่วนลด,"  4,629.00 ",Guarantee GP/Compensation,Instore_Bro.15/23_(12 Oct-1 Nov 23)_HYP+BMK+FP+DP,21760,0560
121010013656694,9/13/2023,1000310,ชัยชนะมาเก็ตติ้ง,A1D05-MWPS004125-HO,2023,WPS,Sale Promotion Income,  500.00 ,Vendor Web Potal Service,0560_Vendor Web Portal Service Aug 2023,21760,0560
121010013790975,11/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF003623-HO,2023,COF,รายการส่งเสริมการขาย,  99.18 ,Cooperate Coupons Support,NULL,21760,0560
121010013663165,9/14/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MCOF002727-HO,2023,COF,รายการส่งเสริมการขาย,  25.92 ,Cooperate Coupons Support,NULL,21760,0560
121010013663166,9/14/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT005290-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  31.10 ,Non Return Discount,NULL,21760,0560
121010013790977,11/30/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS003987-HO,2023,OTS,Sale Promotion Income,  357.05 ,Other Promotion Service,NULL,21760,0560
121010013812623,12/14/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MOTS004166-HO,2023,OTS,Sale Promotion Income,  247.42 ,Other Promotion Service,NULL,21760,0560
121010013812622,12/14/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT007460-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  82.47 ,Non Return Discount,NULL,21760,0560
121010013820578,12/21/2023,1000310,ชัยชนะมาเก็ตติ้ง,P1D05-MNRT007629-HO,2023,NRT,ส่วนลดไม่คืนสินค้า,  90.86 ,Non Return Discount,NULL,21760,0560
